NumeroOrden,AñoOrden,MesOrden,FechaOrden,TipoOrdendeCompra,CodigoProveedor,Proveedor,FormaPago,TipodeCambio,Moneda,CodigoMaterial,DescripcionMaterial,Cantidad,ValorUnitario,ValorTotal,Unidad,EstadoOrdendeCompra
420,2023,Enero,25/01/2023 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,805.45,PESOS,ADST1686,ADH WELCHS RED 3LBS 76X71MM T22-23,41,15300,627300,UNI,APROBADA
421,2023,Enero,25/01/2023 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,805.45,PESOS,ADST1656,ADH.STICKER CANDY HEART 1 LB (USA) 84X55 MM T21-22,129,7400,954600,UNI,APROBADA
421,2023,Enero,25/01/2023 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,805.45,PESOS,ADST1657,ADH.STICKER COTTON CANDY 1 LB (USA) 84X55 MM T21-22,43,16400,705200,UNI,APROBADA
421,2023,Enero,25/01/2023 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,805.45,PESOS,ADST1676,ADH STICKER ALDI 2 LBS A.CRISP 77X77 MM T22-23,68,12500,850000,UNI,APROBADA
422,2023,Enero,25/01/2023 00:00,GENERAL,175,AGRIC. LA HORNILLA,30 DIAS C/FACTURA,805.45,PESOS,NULL,SERVICIO PROCESO DE PACKING ,33,17600,580800,NULL,PENDIENTE
422,2023,Enero,25/01/2023 00:00,GENERAL,175,AGRIC. LA HORNILLA,30 DIAS C/FACTURA,805.45,PESOS,NULL,SERVICIO PROCESO DE FRIO,40,15800,632000,NULL,PENDIENTE
423,2023,Enero,26/01/2023 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,803.68,DOLAR,CJCT1342,CAJA CTN 406X508X121/125 MAQ/P84-L GESEX NEGRA GRAPES T21-22,182,2300,418600,UNI,APROBADA
424,2023,Enero,26/01/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,803.68,DOLAR,CJCT1449,CAJA CTN 406X608X127/133 MAQ/P84-L GESEX VERDE GRAPES T.17-18,1,20200,20200,UNI,APROBADA
425,2023,Enero,26/01/2023 00:00,GENERAL,103736,BARBOSA Y SAMPAIO CAPACITACIONES LTDA.,30 DIAS C/FACTURA,803.68,PESOS,NULL,CURSO DE PORTUGUES ANDRES HEVIA,1,19600,19600,NULL,PENDIENTE
426,2023,Enero,26/01/2023 00:00,NORMAL,10245,PURA FRUIT COMPANY SA,30 DIAS C/FACTURA,803.68,DOLAR,PEBO1146,BOLSA RACIMO ZIP-CPP CLEAR #4022 GREEN PERU T22-23,124,7900,979600,UNI,APROBADA
426,2023,Enero,26/01/2023 00:00,NORMAL,10245,PURA FRUIT COMPANY SA,30 DIAS C/FACTURA,803.68,DOLAR,PEBO1153,BOLSA CAMISA 1050X650 PERFORADA / NATURAL  0.6 % VENT,91,10800,982800,UNI,APROBADA
427,2023,Enero,26/01/2023 00:00,NORMAL,81,INDUSTRIA DE ENVASES TYPACK S.A.,90 DIAS C/FACTURA,803.68,PESOS,CLPL1123,CLAMSHELL PET 500 GRS UVAS ALT 82 MM (TYPACK),1,20800,20800,UNI,APROBADA
428,2023,Enero,26/01/2023 00:00,GENERAL,575,SERVICIOS AGRICOLAS ELISEO LTDA.,30 DIAS C/FACTURA,803.68,PESOS,NULL,TURNONEBULIZADORA ,9,19100,171900,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,HH,184,1900,349600,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,FILTRO DE ACEITE,88,11900,1047200,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,KIT DIODOS +RSK2001 STANFORD,43,15200,653600,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,VARISTOR STANFORD PARA RSK2001,19,18800,357200,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,ACEITE 15W40 TIR7400 SINTETICO NAC,108,8300,896400,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,FILTRO DE COMBUSTIBLE 330560507 IMP,139,6900,959100,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,LIQUIDO REFRIGERANTE 50% NAC,74,11900,880600,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,FILTRO ADMISION AIRE P902311 (NAC),133,6100,811300,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,SOLVENTE DIELECTRICO JVQUIM100 NAC,134,7600,1018400,NULL,PENDIENTE
429,2023,Enero,26/01/2023 00:00,GENERAL,525,LUREYE GENERACION,30 DIAS C/FACTURA,803.68,PESOS,NULL,AVR AS440 SLG184J YANNAN IMP,1,20600,20600,NULL,PENDIENTE
430,2023,Enero,27/01/2023 00:00,GENERAL,103663,IMAGICAIR,CONTADO,802.58,UNIDAD DE FOMENTO,NULL,DESARROLLO ENERO 3 DE 4 ,134,6700,897800,NULL,APROBADA
431,2023,Enero,27/01/2023 00:00,GENERAL,103679,INVERSIONES Y SERVICIOS INFORMATICOS ARKADIOS LTDA,30 DIAS C/FACTURA,802.58,UNIDAD DE FOMENTO,NULL,MANTENCION Y SOPORTE-ENE,143,6100,872300,NULL,PENDIENTE
432,2023,Enero,30/01/2023 00:00,GENERAL,10227,DIMERI INSTRUMENTACION INDUSTRIAL,30 DIAS C/FACTURA,803.14,PESOS,NULL,MANTENCION Y CERT. PRESIONOMETRO ,72,12200,878400,NULL,APROBADA
432,2023,Enero,30/01/2023 00:00,GENERAL,10227,DIMERI INSTRUMENTACION INDUSTRIAL,30 DIAS C/FACTURA,803.14,PESOS,NULL,MANTENCION Y CERT. REFRACTOMETRO,1,19500,19500,NULL,APROBADA
432,2023,Enero,30/01/2023 00:00,GENERAL,10227,DIMERI INSTRUMENTACION INDUSTRIAL,30 DIAS C/FACTURA,803.14,PESOS,NULL,DESPACHO,157,3500,549500,NULL,APROBADA
433,2023,Enero,30/01/2023 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,803.14,PESOS,ADST1666,ADHE COSTCO SUMMIT GREEN SEEDLESS 3LBS 71X71 MM T22-23,151,4400,664400,UNI,APROBADA
433,2023,Enero,30/01/2023 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,803.14,PESOS,CTCT1143,CINTILLO COSTCO SUMMIT GREEN SEEDLESS 3LBS 570X061 MM T22-23,138,5400,745200,UNI,APROBADA
434,2023,Enero,30/01/2023 00:00,NORMAL,10,CONTENENDORES SAN FERNANDO,60 DIAS C/FACTURA,803.14,DOLAR,CJPL1142,CAJA PLT 300X500X138/140 ABATIBLE PLUS CSF,26,18400,478400,UNI,PENDIENTE
435,2023,Enero,31/01/2023 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,810.37,PESOS,GNGN1108,FILM AUTOMATICO MAQUINA (12KG X UNI),111,8200,910200,UNI,APROBADA
435,2023,Enero,31/01/2023 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,810.37,PESOS,GNGN1109,FILM PREESTIRADO MANUAL (1.890 KG X UNI),133,6800,904400,UNI,APROBADA
436,2023,Enero,31/01/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,810.37,DOLAR,CJCT1346,CAJA CTN 406X508X121/125 MAQ/P84-L GESEX NEGRA ALTA GRAFICA T22-23,147,5200,764400,UNI,APROBADA
437,2023,Enero,31/01/2023 00:00,GENERAL,575,SERVICIOS AGRICOLAS ELISEO LTDA.,30 DIAS C/FACTURA,810.37,PESOS,NULL,APLICACION CON TURBONEBULIZADORA,53,14700,779100,NULL,PENDIENTE
438,2023,Enero,31/01/2023 00:00,NORMAL,46,UNITED PLASTIC CORPORATION S.A.,C/F US$ AL 21/04-21/05-21/06,810.37,DOLAR,BOCA1117,BOLSA CAMISA 850X550 PERFORADA / NATURAL 0.97% VENT,75,13200,990000,UNI,APROBADA
439,2023,Febrero,01/02/2023 00:00,GENERAL,10349,VIMAR GROUP SPA,30 DIAS C/FACTURA,804.28,DOLAR,NULL,COMPRA EQUIPOS NOTEBOOK PARA RENOVACION ,51,16600,846600,NULL,PENDIENTE
440,2023,Febrero,01/02/2023 00:00,NORMAL,250,C Y D INTERNACIONAL,30 DIAS C/FACTURA,804.28,DOLAR,CJPL1142,CAJA PLT 300X500X138/140 ABATIBLE PLUS CSF,1,19700,19700,UNI,APROBADA
441,2023,Febrero,01/02/2023 00:00,GENERAL,10144,CRISTIAN TAGLE LARA,30 DIAS C/FACTURA,804.28,PESOS,NULL,TALONARIOS MEMORANDUM,76,13100,995600,NULL,APROBADA
442,2023,Febrero,01/02/2023 00:00,GENERAL,103650,AGRICOLA MYR SPA.,30 DIAS C/FACTURA,804.28,PESOS,NULL,SERVICIOS CONTRATISTA SEGUN FACTURA 146,141,14900,2100900,NULL,PENDIENTE
443,2023,Febrero,02/02/2023 00:00,GENERAL,103610,EXTINTORES DIANA BEVAR TELLO EIRL,30 DIAS C/FACTURA,791.8,PESOS,NULL,MANTENCION Y RECARGA EXTINTOR 06 Y 10 KILOS,182,1900,345800,NULL,PENDIENTE
443,2023,Febrero,02/02/2023 00:00,GENERAL,103610,EXTINTORES DIANA BEVAR TELLO EIRL,30 DIAS C/FACTURA,791.8,PESOS,NULL,MANTENCION Y RECARGA EXTINTOR CO2 02 KILOS,71,12700,901700,NULL,PENDIENTE
444,2023,Febrero,02/02/2023 00:00,GENERAL,103655,NEBULAN (SOCIEDAD IBLUE INVERSIONES LIMITADA),CONTADO,791.8,DOLAR,NULL,COMPRA VALIMAIL ENFORCE PARA EL DOMINIO @GEEXSA.COM Y PURAGESEX.COM,1,19600,19600,NULL,PENDIENTE
445,2023,Febrero,02/02/2023 00:00,NORMAL,293,COMERCIAL SENSITECH SOUTH AMERICA LTDA.,60 DIAS C/FACTURA,791.8,DOLAR,PATE1119,TERM�GRAFO TT GEO LTE SU - 60 DAY,128,8100,1036800,UNI,APROBADA
446,2023,Febrero,02/02/2023 00:00,NORMAL,10177,LOS TRES CASTILLOS,30 DIAS C/FACTURA,791.8,DOLAR,BOCA1125,BOLSA CAMISA 1050X650 PERFORADA 0.3% USDA APPROVED,19,17600,334400,UNI,APROBADA
446,2023,Febrero,02/02/2023 00:00,NORMAL,10177,LOS TRES CASTILLOS,30 DIAS C/FACTURA,791.8,DOLAR,BOCA1126,BOLSA CAMISA 950X650 PERFORADA 0.3% USDA APPROVED,1,20500,20500,UNI,APROBADA
447,2023,Febrero,02/02/2023 00:00,GENERAL,10349,VIMAR GROUP SPA,30 DIAS C/FACTURA,791.8,PESOS,NULL,LENOVO THINKPAD T14 GEN 2,3,16900,50700,NULL,PENDIENTE
448,2023,Febrero,02/02/2023 00:00,NORMAL,178,CHEP CHILE S.A.,60 DIAS C/FACTURA,791.8,DOLAR,PAMA1108,PALLET 1.016X1.220 TACO CHEP  M 55 USA,99,10900,SIN REGISTRO,UNI,APROBADA
449,2023,Febrero,03/02/2023 00:00,NORMAL,10289,COMERCIALIZADORA DE PLASTICO LTDA,60 DIAS C/FACTURA,781.49,DOLAR,CLPL1128,CLAMSHELL PET 500 GRS UVAS ALT 82 (PAN PACIFIC),43,16200,696600,UNI,APROBADA
450,2023,Febrero,03/02/2023 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,781.49,PESOS,ADST1492,ADH STICKER CIRCULAR SAM`S BLACK KAT T16-17,1,19700,19700,UNI,APROBADA
451,2023,Febrero,03/02/2023 00:00,NORMAL,486,PRODUCTOS DE EMPAQUE LTDA,90 DIAS C/FACTURA,781.49,DOLAR,CTCO1101,CORRUGADO ONDA SIMPLE 270X370 S/IMPRESI�N,71,12600,894600,UNI,APROBADA
451,2023,Febrero,03/02/2023 00:00,NORMAL,486,PRODUCTOS DE EMPAQUE LTDA,90 DIAS C/FACTURA,781.49,DOLAR,CTCO1103,CORRUGADO ONDA SIMPLE 370X470 S/IMPRESI�N,112,8200,918400,UNI,APROBADA
452,2023,Febrero,03/02/2023 00:00,NORMAL,45,INDUSTRIA DE MATERIALES DE EMPAQUE LIMITADA,120 DIAS C/FACTURA,781.49,DOLAR,GEFO1106,BOTTOM PAD CTN COATING PERFORADO 300X240 1.5 GR,105,8800,924000,UNI,APROBADA
453,2023,Febrero,04/02/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,781.49,DOLAR,CJCT1469,CAJA CTN 406X608X115/123 MAQ/P84-L (6X3) COSTCO BLACK 22-23,41,15800,647800,UNI,APROBADA
454,2023,Febrero,06/02/2023 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,788.88,PESOS,ADST1541,ADH STICKER GESEX CAB CJ PLASTICO 18.00X9.00 T18-19,112,9600,1075200,UNI,APROBADA
455,2023,Febrero,06/02/2023 00:00,GENERAL,103737,GALAZ ELECTRICIDAD SPA,15 DIAS C/FACTURA,788.88,PESOS,NULL,ORDEN DE CABLES EXISTENTES E INDENTIFICACION Y ROTULADO,110,8400,924000,NULL,PENDIENTE
455,2023,Febrero,06/02/2023 00:00,GENERAL,103737,GALAZ ELECTRICIDAD SPA,15 DIAS C/FACTURA,788.88,PESOS,NULL,CONEXION DE CABLEADO EN EQUIPO GENERADOR SEGUN IDENTIFICACIONES Y PRUEBAS DE FUNCIONAMIENTO,166,3800,630800,NULL,PENDIENTE
456,2023,Febrero,06/02/2023 00:00,NORMAL,10112,ENVAPACK,90 DIAS C/FACTURA,788.88,DOLAR,CTPA1111,PAPEL CAMISA 450X500 21 GR BLANCO PERFORADO,134,5800,777200,KGS,APROBADA
457,2023,Febrero,06/02/2023 00:00,GENERAL,103655,NEBULAN (SOCIEDAD IBLUE INVERSIONES LIMITADA),30 DIAS C/FACTURA,788.88,PESOS,NULL,UPGRADE DE LICENCIA ESTANDAR A PREMIUM ,149,5200,774800,NULL,RECHAZADA
458,2023,Febrero,06/02/2023 00:00,GENERAL,103655,NEBULAN (SOCIEDAD IBLUE INVERSIONES LIMITADA),30 DIAS C/FACTURA,788.88,UNIDAD DE FOMENTO,NULL,CAPACITACION MEJORA CUENTA PREMIUM,145,5200,754000,NULL,PENDIENTE
459,2023,Febrero,06/02/2023 00:00,GENERAL,103655,NEBULAN (SOCIEDAD IBLUE INVERSIONES LIMITADA),30 DIAS C/FACTURA,788.88,DOLAR,NULL,COMPRA LICENCIA PREMIUM OFFICE,152,3900,592800,NULL,PENDIENTE
460,2023,Febrero,07/02/2023 00:00,NORMAL,10240,AGROFRESH CHILE COMERCIAL LTDA,60 DIAS C/FACTURA,804.79,DOLAR,QUQU1162,BIOFRUIT (ACIDO PARACETICO 15%),51,15600,795600,LTS,APROBADA
461,2023,Febrero,07/02/2023 00:00,NORMAL,293,COMERCIAL SENSITECH SOUTH AMERICA LTDA.,60 DIAS C/FACTURA,804.79,DOLAR,PATE1115,TTGEO EAGLE EXTEND SU-60 DAY,81,11600,939600,UNI,APROBADA
462,2023,Febrero,07/02/2023 00:00,NORMAL,721,IMICAR,120 DIAS C/FACTURA,804.79,DOLAR,CJCT1334,CAJA CTN 404X508X121/125 MAQ/P84-L ENJOY GRAPES T18-19,155,4100,635500,UNI,PENDIENTE
462,2023,Febrero,07/02/2023 00:00,NORMAL,721,IMICAR,120 DIAS C/FACTURA,804.79,DOLAR,CJCT1488,CAJA CTN 406X608X115/123 MAQ/P84-L ARTESANO 22-23,1,19700,19700,UNI,PENDIENTE
463,2023,Febrero,08/02/2023 00:00,NORMAL,10112,ENVAPACK,90 DIAS C/FACTURA,799.46,DOLAR,CTPA1111,PAPEL CAMISA 450X500 21 GR BLANCO PERFORADO,51,15900,810900,KGS,APROBADA
464,2023,Febrero,08/02/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,799.46,DOLAR,CJCT1433,CAJA CTN 406X608X115/123 MAQ/P84-L (6X3) COSTCO GREEN 21-22,88,11400,1003200,UNI,APROBADA
464,2023,Febrero,08/02/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,799.46,DOLAR,CJCT1458,CAJA CTN 406X608X115/123 MAQ/P84-L GESEX NEGRA GRAPES T.17-1,43,16200,696600,UNI,APROBADA
465,2023,Febrero,09/02/2023 00:00,GENERAL,339,SOCIEDAD RIADI LTDA.,CONTADO,793.19,PESOS,NULL,CAJAS SENCILLO RECT. TAPAR BISAGRA,6,18600,111600,NULL,APROBADA
466,2023,Febrero,09/02/2023 00:00,GENERAL,625,LUREYE ARRIENDOS LTD,30 DIAS C/FACTURA,793.19,PESOS,NULL,ARRIENDO DE GENERADOR 150 KV POR UN MES,153,4900,749700,NULL,PENDIENTE
466,2023,Febrero,09/02/2023 00:00,GENERAL,625,LUREYE ARRIENDOS LTD,30 DIAS C/FACTURA,793.19,PESOS,NULL,FLETE DE ENTREGA Y RETIRO,127,6800,863600,NULL,PENDIENTE
467,2023,Febrero,10/02/2023 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,796.27,PESOS,NULL,INSUMOS ASEO Y CAFETERIA,38,15600,592800,NULL,APROBADA
468,2023,Febrero,10/02/2023 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,796.27,PESOS,NULL,INSUMOS ASEO Y CAFETERIA,108,9800,1058400,NULL,APROBADA
469,2023,Febrero,10/02/2023 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,796.27,PESOS,NULL,INSUMOS OFICINA,177,1400,247800,NULL,APROBADA
470,2023,Febrero,10/02/2023 00:00,GENERAL,270,WINKLER LTDA.,30 DIAS C/FACTURA,796.27,PESOS,NULL,SODIO HIDROXIDO 0.1,179,5900,1056100,NULL,APROBADA
471,2023,Febrero,13/02/2023 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,800.78,PESOS,NULL,MATERIALES ASEO Y CAFETERIA,64,14600,934400,NULL,PENDIENTE
472,2023,Febrero,13/02/2023 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,800.78,PESOS,NULL,MATERIALES ESCRITORIO,89,11100,987900,NULL,PENDIENTE
473,2023,Febrero,13/02/2023 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,800.78,PESOS,ADPA1103,ADH BLANCO  1.20X3.00 MAQUINA IMPRESORA,92,20500,1886000,UNI,APROBADA
473,2023,Febrero,13/02/2023 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,800.78,PESOS,GNGN1108,FILM AUTOMATICO MAQUINA (12KG X UNI),92,10500,966000,UNI,APROBADA
474,2023,Febrero,13/02/2023 00:00,NORMAL,10313,RESI-COR SPA,60 DIAS C/FACTURA,800.78,PESOS,CTCT1115,HUINCHA CARTON 1150X180 S/IMPRESION,117,7600,889200,UNI,APROBADA
475,2023,Febrero,13/02/2023 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,800.78,PESOS,ADPA1280,ADH SELLO CAMISA C/IMPRESION GESEX  T17-18,60,14100,846000,UNI,APROBADA
476,2023,Febrero,14/02/2023 00:00,NORMAL,10112,ENVAPACK,90 DIAS C/FACTURA,793.79,DOLAR,CTPA1101,PAPEL CAMISA 450X500 21 GR BLANCO,1,20900,20900,KGS,APROBADA
477,2023,Febrero,14/02/2023 00:00,GENERAL,150,PRISA S.A.,180 DIAS C/FACTURA,793.79,PESOS,NULL,TOALLAS PAPEL 3ROLL 16MT NOVA EVOLUTION,82,12500,1025000,NULL,PENDIENTE
478,2023,Febrero,14/02/2023 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,793.79,DOLAR,BORA1106,BOLSA  RACIMO POLY BAGS  TRAPEZOIDAL PLU  4636,109,9100,991900,UNI,APROBADA
479,2023,Febrero,15/02/2023 00:00,GENERAL,10246,AGENCIAS UNIVERSALES SA,30 DIAS C/FACTURA,789.49,PESOS,NULL,PROFORMA POR SERVICIO DE RETIRO. CONTENEDOR SEGU 923903-7,62,14700,911400,NULL,PENDIENTE
480,2023,Febrero,16/02/2023 00:00,NORMAL,293,COMERCIAL SENSITECH SOUTH AMERICA LTDA.,60 DIAS C/FACTURA,792.62,DOLAR,PATE1119,TERM�GRAFO TT GEO LTE SU - 60 DAY,99,10700,1059300,UNI,APROBADA
481,2023,Febrero,16/02/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,792.62,DOLAR,CJCT1153,CAJA CTN 300X400X128/133 MAQ/P84-L QILIN 22-23,52,14200,738400,UNI,APROBADA
482,2023,Febrero,17/02/2023 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,794.35,PESOS,ADPA1103,ADH BLANCO  1.20X3.00 MAQUINA IMPRESORA,98,10600,1038800,UNI,APROBADA
482,2023,Febrero,17/02/2023 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,794.35,PESOS,GNGN1109,FILM PREESTIRADO MANUAL (1.890 KG X UNI),69,13300,917700,UNI,APROBADA
483,2023,Febrero,20/02/2023 00:00,GENERAL,103738,PRODUCTOS DE ALMACENAJE SPA,30 DIAS C/FACTURA,792.25,PESOS,NULL,6 ESTANTERIA METALICAS. SEGUN PRESUPUESTO N�23028,50,14200,710000,NULL,PENDIENTE
484,2023,Febrero,20/02/2023 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,792.25,DOLAR,BOCA1117,BOLSA CAMISA 850X550 PERFORADA / NATURAL 0.97% VENT,1,19600,19600,UNI,APROBADA
485,2023,Febrero,20/02/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,792.25,DOLAR,CJCT1442,CAJA CTN 406X608X115/123 MAQ/P84-L HEB RED 22-23,166,3600,597600,UNI,APROBADA
486,2023,Febrero,21/02/2023 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,791.7,PESOS,ADST1635,ADHE.STICKER STAR PRODUCE C.CANDY 2LBS 60X90 MM T20-21,139,6400,889600,UNI,APROBADA
487,2023,Febrero,22/02/2023 00:00,GENERAL,10144,CRISTIAN TAGLE LARA,30 DIAS C/FACTURA,797.75,PESOS,NULL,BLOCK 50 X 3 PAPEL BLANCO.AMARILLO.VERDE,8,18400,147200,NULL,APROBADA
488,2023,Febrero,22/02/2023 00:00,GENERAL,103733,QUIMICA MAGUEY LTDA,30 DIAS C/FACTURA,797.75,PESOS,NULL,TOALLA INTERFOLIADA TORK D/H BCA,1,19800,19800,NULL,APROBADA
489,2023,Febrero,22/02/2023 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,797.75,PESOS,NULL,ELECTRODO PH DIGITAL,26,18100,470600,NULL,APROBADA
489,2023,Febrero,22/02/2023 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,797.75,PESOS,NULL,DESPACHO,114,8700,991800,NULL,APROBADA
490,2023,Febrero,22/02/2023 00:00,NORMAL,543,PSS ENVASES SPA,60 DIAS C/FACTURA,797.75,DOLAR,BOCA1127,BOLSA CAMISA 950X650 MICROPERFORADA 0.3%,1,20300,20300,UNI,APROBADA
491,2023,Febrero,22/02/2023 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,797.75,DOLAR,CJCT1144,CAJA CTN 300X400X128/133 MAQ/P84-L GESEX BLANCA T18-19,117,7900,924300,UNI,APROBADA
492,2023,Febrero,23/02/2023 00:00,GENERAL,10246,AGENCIAS UNIVERSALES SA,CONTADO,799.42,PESOS,NULL,ARRIENDO CONTENEDOR SEGU 924057-3,90,11100,999000,NULL,PENDIENTE
493,2023,Febrero,23/02/2023 00:00,GENERAL,10227,DIMERI INSTRUMENTACION INDUSTRIAL,30 DIAS C/FACTURA,799.42,PESOS,NULL,CTETER031 TERMOMETRO G1700 GREISINGER POCKET ,129,6500,838500,NULL,APROBADA
493,2023,Febrero,23/02/2023 00:00,GENERAL,10227,DIMERI INSTRUMENTACION INDUSTRIAL,30 DIAS C/FACTURA,799.42,PESOS,NULL,SONDA GES 175 3 MM,43,15800,679400,NULL,APROBADA
493,2023,Febrero,23/02/2023 00:00,GENERAL,10227,DIMERI INSTRUMENTACION INDUSTRIAL,30 DIAS C/FACTURA,799.42,PESOS,NULL,DESPACHO,1,20800,20800,NULL,APROBADA
494,2023,Febrero,23/02/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,799.42,DOLAR,CJCT1433,CAJA CTN 406X608X115/123 MAQ/P84-L (6X3) COSTCO GREEN 21-22,1,20700,20700,UNI,APROBADA
495,2023,Febrero,23/02/2023 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,799.42,PESOS,ADST1666,ADHE COSTCO SUMMIT GREEN SEEDLESS 3LBS 71X71 MM T22-23,162,3600,583200,UNI,APROBADA
495,2023,Febrero,23/02/2023 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,799.42,PESOS,CTCT1143,CINTILLO COSTCO SUMMIT GREEN SEEDLESS 3LBS 570X061 MM T22-23,119,8300,987700,UNI,APROBADA
496,2023,Febrero,24/02/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,802.93,DOLAR,PAES1101,ESQUINEROS CTN  2050 BLANCO (SOLO SOLICITAR SEGUN ALTURA DE,11,18700,205700,UNI,APROBADA
496,2023,Febrero,24/02/2023 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,802.93,DOLAR,PAES1105,ESQUINEROS CTN  2300 BLANCO,16,19400,310400,UNI,APROBADA
497,2023,Febrero,24/02/2023 00:00,NORMAL,10313,RESI-COR SPA,60 DIAS C/FACTURA,802.93,PESOS,CTCT1115,HUINCHA CARTON 1150X180 S/IMPRESION,1,20900,20900,UNI,APROBADA
498,2023,Febrero,24/02/2023 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,802.93,PESOS,ADPA1103,ADH BLANCO  1.20X3.00 MAQUINA IMPRESORA,170,2500,425000,UNI,APROBADA
498,2023,Febrero,24/02/2023 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,802.93,PESOS,ADPA1104,ADH BLANCO  2.50X5.00 MAQUINA IMPRESORA,1,20200,20200,UNI,APROBADA
498,2023,Febrero,24/02/2023 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,802.93,PESOS,GNGN1108,FILM AUTOMATICO MAQUINA (12KG X UNI),86,11200,963200,UNI,APROBADA
